date,wind_speed,wind_direc,pressure,air_temperature,spg
2018-12-31 00:00:00,9.926,128,1.00048,18.263,1766.64
2018-12-31 01:00:00,9.273,135,0.99979,18.363,1433.83
2018-12-31 02:00:00,8.66,142,0.999592,18.663,1167.23
2018-12-31 03:00:00,9.461,148,0.998309,18.763,1524.59
2018-12-31 04:00:00,9.184,150,0.998507,18.963,1384.28
2018-12-31 05:00:00,8.996,149,0.998507,19.063,1293.93
2018-12-31 06:00:00,9.016,151,0.998211,19.113,1301.63
2018-12-31 07:00:00,9.036,154,0.997815,19.163,1308.13
2018-12-31 08:00:00,7.612,154,1.00028,19.363,792.081
2018-12-31 09:00:00,6.129,162,1.00295,19.963,399.537
2018-12-31 10:00:00,5.961,152,1.00048,20.763,362.988
2018-12-31 11:00:00,8.117,141,1.00068,21.063,951.359
2018-12-31 12:00:00,9.54,141,0.996926,21.063,1549.75
2018-12-31 13:00:00,10.094,136,1.00028,20.763,1835.22
2018-12-31 14:00:00,8.789,137,0.998801,20.663,1208.37
2018-12-31 15:00:00,7.286,126,0.999986,20.663,686.154
2018-12-31 16:00:00,7.088,122,0.999591,20.563,624.105
2018-12-31 17:00:00,7.266,121,0.997715,20.363,678.936
2018-12-31 18:00:00,8.739,116,0.996334,20.363,1187.51
2018-12-31 19:00:00,10.212,126,0.994952,20.363,1881.72
2018-12-31 20:00:00,9.797,132,0.998406,20.363,1685.91
2018-12-31 21:00:00,8.729,149,1.00048,20.263,1188.7
2018-12-31 22:00:00,8.087,155,0.99821,20.263,939.228
2018-12-31 23:00:00,7.563,160,0.998703,20.263,772.632
2019-01-01 00:00:00,8.265,157,0.996432,20.163,1006.16
2019-01-01 01:00:00,8.631,157,0.998999,19.863,1150.85
2019-01-01 02:00:00,8.542,167,0.998802,19.663,1116.59
2019-01-01 03:00:00,7.158,176,0.997914,19.563,647.342
2019-01-01 04:00:00,6.693,174,0.994952,19.463,528.178
2019-01-01 05:00:00,7.009,175,0.996335,19.263,602.899
2019-01-01 06:00:00,6.96,162,0.996433,19.513,591.48
2019-01-01 07:00:00,6.91,177,0.996432,19.763,578.963
2019-01-01 08:00:00,6.09,177,0.995643,19.763,387.965
2019-01-01 09:00:00,6.99,173,0.996926,20.263,596.94
2019-01-01 10:00:00,6.584,175,0.997518,21.063,501.324
2019-01-01 11:00:00,4.884,166,1.00048,22.263,184.65
2019-01-01 12:00:00,4.904,135,0.995937,22.663,185.902
2019-01-01 13:00:00,6.782,120,0.994655,21.563,544.988
2019-01-01 14:00:00,8.245,126,0.993964,20.863,993.34
2019-01-01 15:00:00,9.352,132,0.996432,21.063,1454.04
2019-01-01 16:00:00,10.697,140,0.994457,21.463,2090.64
2019-01-01 17:00:00,11.992,142,0.994457,21.163,2586.1
2019-01-01 18:00:00,11.399,145,0.99426,20.713,2378.47
2019-01-01 19:00:00,10.806,153,0.994162,20.263,2145.09
2019-01-01 20:00:00,11.142,150,0.996432,19.763,2294.79
2019-01-01 21:00:00,10.657,155,0.996334,19.863,2085.15
2019-01-01 22:00:00,10.628,158,0.99436,19.963,2067.89
2019-01-01 23:00:00,10.291,162,0.994853,19.963,1918.02
2019-01-02 00:00:00,10.025,160,0.994458,19.863,1796.63
2019-01-02 01:00:00,9.461,162,0.995347,19.863,1513.84
2019-01-02 02:00:00,9.451,165,0.994952,19.863,1508.79
2019-01-02 03:00:00,10.539,166,0.993866,19.863,2028.06
2019-01-02 04:00:00,10.163,168,0.991793,19.863,1857.71
2019-01-02 05:00:00,10.272,167,0.99209,19.663,1907.65
2019-01-02 06:00:00,10.38,162,0.992386,19.813,1955.66
2019-01-02 07:00:00,10.489,167,0.992781,19.963,2004.11
2019-01-02 08:00:00,9.797,163,0.994754,20.163,1680.99
2019-01-02 09:00:00,9.965,167,0.992187,20.963,1756.95
2019-01-02 10:00:00,9.916,156,0.990805,21.563,1726.52
2019-01-02 11:00:00,10.608,150,0.993272,21.863,2047.12
2019-01-02 12:00:00,11.063,145,0.993568,21.763,2248.96
2019-01-02 13:00:00,11.844,142,0.992779,21.763,2528.86
2019-01-02 14:00:00,12.753,141,0.990015,21.563,2764.96
2019-01-02 15:00:00,13.89,143,0.988534,21.363,2941.47
2019-01-02 16:00:00,13.06,145,0.987744,21.263,2831.9
2019-01-02 17:00:00,12.298,148,0.988239,20.863,2664.46
2019-01-02 18:00:00,12.19,150,0.989522,20.613,2642.42
2019-01-02 19:00:00,12.081,151,0.990806,20.363,2616.17
2019-01-02 20:00:00,12.022,147,0.990707,20.163,2595.34
2019-01-02 21:00:00,12.555,149,0.992484,20.063,2728.06
2019-01-02 22:00:00,13.0,153,0.990707,20.163,2825.07
2019-01-02 23:00:00,13.168,152,0.990016,20.163,2857.35
2019-01-03 00:00:00,12.921,156,0.988436,20.163,2805.3
2019-01-03 01:00:00,12.308,159,0.991595,20.263,2671.64
2019-01-03 02:00:00,12.506,166,0.990016,20.363,2713.9
2019-01-03 03:00:00,12.981,166,0.988535,20.463,2817.75
2019-01-03 04:00:00,12.852,167,0.987449,20.463,2788.04
2019-01-03 05:00:00,12.506,170,0.98814,20.563,2711.18
2019-01-03 06:00:00,11.745,172,0.987943,20.813,2492.39
2019-01-03 07:00:00,10.993,172,0.987744,21.063,2213.25
2019-01-03 08:00:00,9.985,172,0.990311,21.363,1761.58
2019-01-03 09:00:00,9.609,173,0.990015,21.663,1570.07
2019-01-03 10:00:00,8.799,157,0.990212,21.863,1198.44
2019-01-03 11:00:00,8.344,149,0.991101,21.763,1024.2
2019-01-03 12:00:00,9.768,140,0.988238,21.763,1646.62
2019-01-03 13:00:00,9.758,139,0.98804,21.563,1641.59
2019-01-03 14:00:00,9.53,140,0.986362,21.863,1523.3
2019-01-03 15:00:00,10.034,136,0.985968,21.663,1776.68
2019-01-03 16:00:00,10.608,136,0.984488,21.163,2036.19
2019-01-03 17:00:00,11.171,142,0.986561,20.563,2288.37
2019-01-03 18:00:00,9.995,150,0.986856,21.063,1762.46
2019-01-03 19:00:00,8.818,155,0.987152,21.563,1202.84
2019-01-03 20:00:00,6.426,159,0.992483,21.363,461.536
2019-01-03 21:00:00,6.723,165,0.991792,21.163,530.497
2019-01-03 22:00:00,5.615,166,0.992286,20.863,300.86
2019-01-03 23:00:00,3.747,171,0.991793,20.563,58.2514
2019-01-04 00:00:00,2.491,156,0.991694,20.263,0.0
2019-01-04 01:00:00,0.484,95,0.994162,19.963,0.0
2019-01-04 02:00:00,7.988,5,0.992486,18.263,906.708
2019-01-04 03:00:00,13.584,20,0.99318,13.863,2920.86
2019-01-04 04:00:00,12.822,19,0.993475,14.863,2805.53
2019-01-04 05:00:00,12.031,19,0.994858,13.963,2632.4
2019-01-04 06:00:00,11.201,10,0.994267,12.913,2344.17
2019-01-04 07:00:00,10.371,5,0.993675,11.863,1995.81
2019-01-04 08:00:00,12.19,3,0.997031,11.663,2677.41
2019-01-04 09:00:00,11.834,10,0.998611,11.763,2581.64
2019-01-04 10:00:00,10.638,12,0.996933,12.163,2119.17
2019-01-04 11:00:00,9.619,12,0.999301,12.763,1639.65
2019-01-04 12:00:00,10.282,15,0.998609,13.263,1955.95
2019-01-04 13:00:00,8.947,15,0.999696,13.263,1299.54
2019-01-04 14:00:00,8.047,12,0.998609,13.563,948.183
2019-01-04 15:00:00,8.364,14,0.999004,13.963,1069.99
2019-01-04 16:00:00,8.532,12,0.999695,14.163,1135.09
2019-01-04 17:00:00,9.491,13,0.999794,14.163,1567.55
2019-01-04 18:00:00,9.471,10,1.00128,12.813,1567.48
2019-01-04 19:00:00,9.461,8,1.00276,11.463,1572.38
2019-01-04 20:00:00,11.132,8,1.00453,10.463,2344.62
2019-01-04 21:00:00,12.783,14,1.00197,9.563,2822.17
2019-01-04 22:00:00,12.625,16,1.00385,8.963,2790.85
2019-01-04 23:00:00,13.356,19,1.00523,8.563,2909.83
2019-01-05 00:00:00,12.555,20,1.00631,8.363,2779.36
2019-01-05 01:00:00,12.615,16,1.00701,7.963,2794.97
2019-01-05 02:00:00,11.903,14,1.00681,7.563,2634.56
2019-01-05 03:00:00,12.348,12,1.00691,7.263,2736.64
2019-01-05 04:00:00,12.298,13,1.00878,7.063,2727.68
2019-01-05 05:00:00,11.695,14,1.00809,7.063,2569.42
2019-01-05 06:00:00,11.814,6,1.0071,7.013,2610.23
2019-01-05 07:00:00,11.933,11,1.00612,6.963,2642.68
2019-01-05 08:00:00,10.964,17,1.0077,6.963,2304.8
2019-01-05 09:00:00,11.28,17,1.00799,7.163,2418.76
2019-01-05 10:00:00,10.291,17,1.01066,7.363,2010.77
2019-01-05 11:00:00,10.46,18,1.01086,7.563,2087.45
2019-01-05 12:00:00,8.739,26,1.01046,7.763,1253.03
2019-01-05 13:00:00,9.006,25,1.00918,7.963,1368.51
2019-01-05 14:00:00,8.65,19,1.00987,8.363,1215.92
2019-01-05 15:00:00,8.334,24,1.00858,8.663,1088.84
2019-01-05 16:00:00,8.71,25,1.00858,8.863,1235.92
2019-01-05 17:00:00,8.581,26,1.00839,8.763,1185.46
2019-01-05 18:00:00,8.64,26,1.00947,7.513,1214.14
2019-01-05 19:00:00,8.7,16,1.01056,6.263,1243.95
2019-01-05 20:00:00,8.838,8,1.01214,6.063,1300.76
2019-01-05 21:00:00,9.333,3,1.00948,5.563,1551.07
2019-01-05 22:00:00,9.856,14,1.00898,5.363,1821.1
2019-01-05 23:00:00,8.858,18,1.01204,5.963,1308.92
2019-01-06 00:00:00,8.107,13,1.01165,6.063,1013.86
2019-01-06 01:00:00,7.217,8,1.01155,5.963,712.767
2019-01-06 02:00:00,7.523,359,1.01076,5.663,810.706
2019-01-06 03:00:00,8.265,353,1.00997,5.063,1077.22
2019-01-06 04:00:00,9.856,351,1.01027,4.363,1828.88
2019-01-06 05:00:00,8.828,353,1.00928,4.163,1301.75
2019-01-06 06:00:00,8.206,357,1.01007,4.713,1055.49
2019-01-06 07:00:00,7.583,358,1.01086,5.263,830.994
2019-01-06 08:00:00,6.792,359,1.01165,5.663,586.206
2019-01-06 09:00:00,6.446,350,1.00829,6.163,500.897
2019-01-06 10:00:00,7.217,348,1.00809,6.663,707.833
2019-01-06 11:00:00,6.386,349,1.00967,7.563,484.807
2019-01-06 12:00:00,6.347,348,1.00701,8.363,472.799
2019-01-06 13:00:00,5.655,352,1.00809,9.263,325.958
2019-01-06 14:00:00,5.388,353,1.00602,10.063,277.875
2019-01-06 15:00:00,5.685,5,1.00562,10.663,328.748
2019-01-06 16:00:00,6.07,11,1.00493,11.263,401.301
2019-01-06 17:00:00,5.803,12,1.00374,11.563,347.579
2019-01-06 18:00:00,5.309,360,1.00256,10.813,262.25
2019-01-06 19:00:00,4.815,3,1.00138,10.063,184.726
2019-01-06 20:00:00,5.645,355,1.00276,10.363,321.099
2019-01-06 21:00:00,5.516,351,1.00078,10.563,297.925
2019-01-06 22:00:00,2.788,340,1.00256,10.863,0.0
2019-01-06 23:00:00,2.116,273,1.00187,11.963,0.0
2019-01-07 00:00:00,2.897,284,1.00098,12.063,0.0
2019-01-07 01:00:00,2.402,272,1.00197,11.963,0.0
2019-01-07 02:00:00,3.421,287,1.00088,11.963,35.4999
2019-01-07 03:00:00,6.624,303,0.998414,10.763,529.513
2019-01-07 04:00:00,6.327,316,0.997822,10.763,459.565
2019-01-07 05:00:00,5.813,314,0.998514,10.663,348.471
2019-01-07 06:00:00,5.2,309,0.998514,9.963,242.999
2019-01-07 07:00:00,4.587,324,0.998515,9.263,156.77
2019-01-07 08:00:00,3.243,345,0.999896,9.463,21.523
2019-01-07 09:00:00,3.005,340,0.999205,9.863,1.82121
2019-01-07 10:00:00,2.946,330,1.00108,10.563,0.0
2019-01-07 11:00:00,1.7,266,1.00098,12.663,0.0
2019-01-07 12:00:00,3.342,283,0.999596,13.763,28.3227
2019-01-07 13:00:00,3.539,272,0.999102,14.563,44.1369
2019-01-07 14:00:00,3.154,273,0.998016,15.363,12.3147
2019-01-07 15:00:00,2.491,276,0.997423,15.963,0.0
2019-01-07 16:00:00,2.521,305,0.997522,16.263,0.0
2019-01-07 17:00:00,2.847,328,0.995942,16.363,0.0
2019-01-07 18:00:00,1.661,356,0.996536,14.213,0.0
2019-01-07 19:00:00,0.465,25,0.99713,12.063,0.0
2019-01-07 20:00:00,0.672,310,0.998808,12.663,0.0
2019-01-07 21:00:00,1.176,296,0.998018,12.763,0.0
2019-01-07 22:00:00,1.295,261,0.998512,12.663,0.0
2019-01-07 23:00:00,2.017,257,1.00049,12.663,0.0
2019-01-08 00:00:00,2.392,298,1.00078,12.263,0.0
2019-01-08 01:00:00,2.916,308,1.00137,11.963,0.0
2019-01-08 02:00:00,2.837,313,0.999796,11.963,0.0
2019-01-08 03:00:00,2.907,312,1.00029,12.063,0.0
2019-01-08 04:00:00,4.478,338,1.00068,11.863,142.129
2019-01-08 05:00:00,7.751,354,0.999798,9.563,863.103
2019-01-08 06:00:00,8.522,5,1.00059,10.363,1146.89
2019-01-08 07:00:00,9.303,11,1.00128,11.163,1490.88
2019-01-08 08:00:00,9.758,10,1.00138,11.163,1723.62
2019-01-08 09:00:00,7.336,2,1.00108,11.163,728.148
2019-01-08 10:00:00,7.405,7,1.00542,11.563,752.153
2019-01-08 11:00:00,6.001,9,1.00503,12.363,383.25
2019-01-08 12:00:00,8.482,11,1.00414,13.463,1123.25
2019-01-08 13:00:00,11.023,19,1.00374,14.363,2286.52
2019-01-08 14:00:00,11.013,29,1.00275,14.763,2279.84
2019-01-08 15:00:00,9.59,27,1.00196,15.063,1616.58
2019-01-08 16:00:00,9.708,22,1.00038,15.163,1673.5
2019-01-08 17:00:00,8.542,13,1.00108,15.163,1135.89
2019-01-08 18:00:00,8.522,12,1.00068,15.313,1128.15
2019-01-08 19:00:00,8.512,3,1.00038,15.463,1123.13
2019-01-08 20:00:00,8.868,5,1.00503,14.363,1270.59
2019-01-08 21:00:00,9.253,6,1.00295,13.263,1456.34
2019-01-08 22:00:00,9.52,12,1.0068,12.463,1603.41
2019-01-08 23:00:00,10.173,16,1.00878,11.763,1930.5
2019-01-09 00:00:00,10.45,25,1.0069,11.163,2055.46
2019-01-09 01:00:00,10.321,25,1.00868,10.863,2002.03
2019-01-09 02:00:00,9.599,27,1.00651,10.663,1653.71
2019-01-09 03:00:00,8.482,20,1.00533,10.363,1136.65
2019-01-09 04:00:00,7.939,19,1.00562,9.963,926.523
2019-01-09 05:00:00,6.772,9,1.00454,9.363,570.258
2019-01-09 06:00:00,7.286,4,1.00513,9.463,719.702
2019-01-09 07:00:00,7.79,9,1.00572,9.563,879.966
2019-01-09 08:00:00,8.018,14,1.00789,9.663,960.808
2019-01-09 09:00:00,6.337,9,1.0072,10.263,467.165
2019-01-09 10:00:00,6.901,14,1.00809,10.763,599.984
2019-01-09 11:00:00,7.029,28,1.01065,11.563,636.928
2019-01-09 12:00:00,6.485,37,1.00809,11.963,499.541
2019-01-09 13:00:00,6.723,41,1.00888,12.063,555.695
2019-01-09 14:00:00,7.355,42,1.0072,11.863,737.257
2019-01-09 15:00:00,7.187,48,1.00661,11.663,683.936
2019-01-09 16:00:00,6.377,47,1.00602,11.463,474.059
2019-01-09 17:00:00,5.052,43,1.00552,11.463,218.029
2019-01-09 18:00:00,4.587,37,1.00572,11.563,156.597
2019-01-09 19:00:00,4.113,35,1.00602,11.663,98.508
2019-01-09 20:00:00,5.507,39,1.00898,11.763,297.617
2019-01-09 21:00:00,5.981,45,1.00582,11.963,379.566
2019-01-09 22:00:00,5.358,47,1.00789,12.263,270.827
2019-01-09 23:00:00,4.993,59,1.00858,12.463,207.414
2019-01-10 00:00:00,4.894,68,1.00809,12.763,193.849
2019-01-10 01:00:00,4.261,62,1.0072,13.063,115.987
2019-01-10 02:00:00,5.437,60,1.0067,13.163,283.191
2019-01-10 03:00:00,5.161,69,1.0072,13.263,235.309
2019-01-10 04:00:00,4.923,75,1.00601,13.463,196.496
2019-01-10 05:00:00,5.101,78,1.00572,13.463,224.389
2019-01-10 06:00:00,3.954,92,1.00562,12.913,79.4044
2019-01-10 07:00:00,2.808,95,1.00542,12.363,0.0
2019-01-10 08:00:00,2.056,73,1.00749,12.963,0.0
2019-01-10 09:00:00,1.73,48,1.00631,13.163,0.0
2019-01-10 10:00:00,2.926,105,1.00769,14.063,0.0
2019-01-10 11:00:00,4.637,110,1.00818,14.663,161.139
2019-01-10 12:00:00,5.951,107,1.0072,14.963,370.376
2019-01-10 13:00:00,6.406,106,1.00591,14.963,474.554
2019-01-10 14:00:00,6.703,101,1.00542,14.963,544.334
2019-01-10 15:00:00,7.365,103,1.00631,14.863,730.613
2019-01-10 16:00:00,7.266,104,1.00384,14.963,697.745
2019-01-10 17:00:00,6.802,109,1.00285,15.063,565.787
2019-01-10 18:00:00,6.495,108,1.00305,15.513,493.046
2019-01-10 19:00:00,6.189,109,1.00315,15.963,420.559
2019-01-10 20:00:00,5.704,108,1.00542,16.063,325.773
2019-01-10 21:00:00,6.12,110,1.00374,16.263,404.167
2019-01-10 22:00:00,6.812,109,1.00335,16.363,566.392
2019-01-10 23:00:00,6.535,108,1.00522,16.463,501.455
2019-01-11 00:00:00,6.901,109,1.00591,16.663,587.256
2019-01-11 01:00:00,5.754,108,1.00581,16.963,333.632
2019-01-11 02:00:00,5.348,108,1.00473,17.163,262.865
2019-01-11 03:00:00,5.971,120,1.00236,17.463,369.212
2019-01-11 04:00:00,6.851,122,1.00147,17.563,571.926
2019-01-11 05:00:00,6.456,119,1.00167,17.463,479.535
2019-01-11 06:00:00,6.209,131,1.00206,16.713,423.466
2019-01-11 07:00:00,5.971,136,1.00246,15.963,371.023
2019-01-11 08:00:00,5.081,140,1.00285,16.163,217.338
2019-01-11 09:00:00,4.053,133,1.00423,16.363,88.0876
2019-01-11 10:00:00,5.22,127,1.00453,17.163,240.717
2019-01-11 11:00:00,6.505,134,1.00453,18.063,491.672
2019-01-11 12:00:00,5.694,121,1.00413,18.563,320.807
2019-01-11 13:00:00,7.039,105,1.00334,18.463,617.082
2019-01-11 14:00:00,7.771,105,1.00186,18.263,846.337
2019-01-11 15:00:00,8.522,104,1.00176,18.063,1118.02
2019-01-11 16:00:00,8.383,107,1.00048,18.063,1064.37
2019-01-11 17:00:00,7.276,114,0.999593,18.063,689.486
2019-01-11 18:00:00,7.691,118,1.00009,18.563,818.923
2019-01-11 19:00:00,8.117,122,1.00058,19.063,957.506
2019-01-11 20:00:00,6.377,132,1.00453,18.863,460.355
2019-01-11 21:00:00,5.507,133,1.00305,18.963,287.819
2019-01-11 22:00:00,4.053,132,1.00285,19.063,86.4884
2019-01-11 23:00:00,3.292,127,1.00591,19.163,23.1212
2019-01-12 00:00:00,4.815,124,1.00463,19.163,179.168
2019-01-12 01:00:00,6.268,114,1.00423,19.063,434.418
2019-01-12 02:00:00,6.703,118,1.00275,18.663,536.086
2019-01-12 03:00:00,6.91,121,1.00147,18.263,584.466
2019-01-12 04:00:00,6.792,123,1.00068,17.963,556.887
2019-01-12 05:00:00,6.228,126,1.00098,17.863,425.069
2019-01-12 06:00:00,5.339,116,1.00117,18.163,259.175
2019-01-12 07:00:00,4.439,133,1.00137,18.463,133.355
2019-01-12 08:00:00,3.579,116,1.00364,18.463,46.5383
2019-01-12 09:00:00,3.134,124,1.00058,18.563,9.95954
2019-01-12 10:00:00,1.957,95,1.00473,18.863,0.0
2019-01-12 11:00:00,1.849,169,1.0065,19.463,0.0
2019-01-12 12:00:00,1.671,138,1.00443,19.763,0.0
2019-01-12 13:00:00,1.77,104,1.00393,20.263,0.0
2019-01-12 14:00:00,3.203,88,1.00176,20.163,15.2074
2019-01-12 15:00:00,4.172,87,1.00137,19.963,100.027
2019-01-12 16:00:00,5.645,93,0.999493,19.663,309.83
2019-01-12 17:00:00,6.04,107,0.999987,19.063,379.114
2019-01-12 18:00:00,6.377,112,1.00097,18.913,458.51
2019-01-12 19:00:00,6.723,130,1.00196,18.763,540.087
2019-01-12 20:00:00,5.813,140,1.00236,18.963,340.355
2019-01-12 21:00:00,4.478,131,1.00157,19.163,137.691
2019-01-12 22:00:00,4.785,128,1.00078,19.363,174.649
2019-01-12 23:00:00,3.925,138,1.00226,19.363,74.2789
2019-01-13 00:00:00,4.498,152,1.00334,19.363,140.316
2019-01-13 01:00:00,3.678,153,1.00206,19.363,54.1464
2019-01-13 02:00:00,3.984,154,1.00078,19.363,78.9233
2019-01-13 03:00:00,5.101,156,1.00068,19.363,216.875
2019-01-13 04:00:00,5.25,148,0.999888,19.263,242.49
2019-01-13 05:00:00,5.052,142,0.999494,19.063,208.451
2019-01-13 06:00:00,5.675,134,0.999296,18.863,315.552
2019-01-13 07:00:00,6.297,146,0.999198,18.663,438.978
2019-01-13 08:00:00,6.06,163,0.999395,18.263,384.795
2019-01-13 09:00:00,5.161,171,0.998211,18.463,227.342
2019-01-13 10:00:00,5.339,161,0.999888,19.163,257.947
2019-01-13 11:00:00,5.289,151,1.00166,19.963,248.842
2019-01-13 12:00:00,6.169,139,0.997617,20.463,405.792
2019-01-13 13:00:00,6.673,123,0.996531,20.363,523.139
2019-01-13 14:00:00,8.186,117,0.995052,19.363,977.204
2019-01-13 15:00:00,9.145,122,0.995446,18.463,1361.68
2019-01-13 16:00:00,9.026,126,0.995743,18.163,1305.84
2019-01-13 17:00:00,9.075,133,0.993374,18.263,1324.1
2019-01-13 18:00:00,8.68,120,0.994459,18.263,1170.73
2019-01-13 19:00:00,8.275,128,0.995446,18.263,1015.86
2019-01-13 20:00:00,7.968,135,1.00088,18.663,906.313
2019-01-13 21:00:00,5.774,133,0.997619,18.763,332.205
2019-01-13 22:00:00,6.802,131,0.997321,18.763,556.243
2019-01-13 23:00:00,7.227,129,0.996928,18.563,670.775
2019-01-14 00:00:00,6.821,123,0.996533,18.363,560.676
2019-01-14 01:00:00,6.881,126,0.997421,18.363,575.301
2019-01-14 02:00:00,6.762,127,0.994657,18.463,545.89
2019-01-14 03:00:00,7.365,129,0.995545,18.663,712.583
2019-01-14 04:00:00,7.286,128,0.995052,18.763,687.808
2019-01-14 05:00:00,8.047,121,0.994953,18.863,925.56
2019-01-14 06:00:00,7.721,121,0.99367,18.463,823.361
2019-01-14 07:00:00,7.405,124,0.992387,18.063,724.297
2019-01-14 08:00:00,7.009,121,0.997619,18.063,605.842
2019-01-14 09:00:00,6.001,116,0.994361,18.163,370.798
2019-01-14 10:00:00,5.447,120,0.993867,18.663,274.943
2019-01-14 11:00:00,6.555,114,0.994657,18.963,496.878
2019-01-14 12:00:00,7.464,106,0.995545,18.763,743.524
2019-01-14 13:00:00,9.006,95,0.993473,17.963,1295.53
2019-01-14 14:00:00,10.262,95,0.992683,17.763,1913.18
2019-01-14 15:00:00,10.815,100,0.990512,17.763,2156.91
2019-01-14 16:00:00,11.132,105,0.991696,17.763,2293.99
2019-01-14 17:00:00,10.914,114,0.989425,17.963,2198.1
2019-01-14 18:00:00,11.537,126,0.990609,18.263,2433.38
2019-01-14 19:00:00,12.15,131,0.991892,18.563,2641.61
2019-01-14 20:00:00,11.399,133,0.994756,18.663,2388.55
2019-01-14 21:00:00,10.707,134,0.991596,18.663,2105.66
2019-01-14 22:00:00,10.529,139,0.988932,18.763,2021.72
2019-01-14 23:00:00,10.895,145,0.994262,18.863,2192.54
2019-01-15 00:00:00,10.746,148,0.992978,18.963,2123.59
2019-01-15 01:00:00,10.153,151,0.991794,19.063,1857.39
2019-01-15 02:00:00,10.895,150,0.990412,19.063,2185.17
2019-01-15 03:00:00,11.092,157,0.990708,19.163,2272.29
2019-01-15 04:00:00,11.112,164,0.990016,19.263,2277.95
2019-01-15 05:00:00,11.547,159,0.987352,19.363,2427.54
2019-01-15 06:00:00,11.952,146,0.987549,19.013,2572.48
2019-01-15 07:00:00,12.368,148,0.987746,18.663,2686.44
2019-01-15 08:00:00,12.812,148,0.988832,18.863,2785.28
2019-01-15 09:00:00,11.498,157,0.988437,19.563,2410.8
2019-01-15 10:00:00,11.072,146,0.988042,19.863,2255.45
2019-01-15 11:00:00,13.435,144,0.989227,19.563,2889.88
2019-01-15 12:00:00,13.653,150,0.98666,19.863,2914.22
2019-01-15 13:00:00,10.549,155,0.986166,20.363,2017.71
2019-01-15 14:00:00,9.263,149,0.984489,19.663,1396.69
2019-01-15 15:00:00,9.234,150,0.984686,19.463,1384.52
2019-01-15 16:00:00,9.817,160,0.984686,19.663,1678.24
2019-01-15 17:00:00,8.206,170,0.983107,19.563,971.501
2019-01-15 18:00:00,5.922,202,0.984588,18.313,353.71
2019-01-15 19:00:00,3.638,178,0.986168,17.063,50.0916
2019-01-15 20:00:00,6.09,156,0.984688,16.563,387.448
2019-01-15 21:00:00,5.526,218,0.987058,16.663,288.504
2019-01-15 22:00:00,4.162,181,0.98607,16.863,98.0636
2019-01-15 23:00:00,5.151,165,0.989525,17.063,224.464
2019-01-16 00:00:00,8.364,150,0.986267,17.163,1044.25
2019-01-16 01:00:00,8.206,158,0.983405,17.063,980.818
2019-01-16 02:00:00,6.703,169,0.985083,16.863,529.964
2019-01-16 03:00:00,5.398,188,0.987058,16.863,266.32
2019-01-16 04:00:00,5.497,199,0.986267,16.963,282.949
2019-01-16 05:00:00,6.792,206,0.985675,16.863,551.136
2019-01-16 06:00:00,6.505,225,0.984392,17.263,482.819
2019-01-16 07:00:00,6.228,206,0.983108,17.663,417.081
2019-01-16 08:00:00,8.334,222,0.985379,17.663,1029.92
2019-01-16 09:00:00,8.482,253,0.983304,19.063,1079.27
2019-01-16 10:00:00,9.866,266,0.986561,19.963,1702.87
2019-01-16 11:00:00,9.491,280,0.983698,20.263,1508.05
2019-01-16 12:00:00,8.739,281,0.984882,20.563,1173.64
2019-01-16 13:00:00,8.838,279,0.985376,21.063,1210.38
2019-01-16 14:00:00,8.136,285,0.98419,21.863,937.715
2019-01-16 15:00:00,7.227,288,0.98577,22.663,651.789
2019-01-16 16:00:00,6.782,285,0.984584,23.163,536.822
2019-01-16 17:00:00,5.961,288,0.984091,23.263,354.787
2019-01-16 18:00:00,5.487,305,0.98567,23.663,274.09
2019-01-16 19:00:00,5.012,297,0.987249,24.063,196.283
2019-01-16 20:00:00,5.665,305,0.987742,23.663,304.882
2019-01-16 21:00:00,9.708,340,0.988534,21.863,1616.37
2019-01-16 22:00:00,9.204,334,0.989622,19.763,1375.55
2019-01-16 23:00:00,8.64,327,0.990016,19.263,1146.58
2019-01-17 00:00:00,8.275,331,0.990116,18.563,1009.07
2019-01-17 01:00:00,8.314,323,0.991104,17.563,1028.78
2019-01-17 02:00:00,7.78,321,0.990315,16.763,843.927
2019-01-17 03:00:00,8.186,318,0.991697,15.963,985.942
2019-01-17 04:00:00,8.828,318,0.991205,15.163,1236.13
2019-01-17 05:00:00,8.927,319,0.990712,14.163,1277.76
2019-01-17 06:00:00,9.491,329,0.990417,12.863,1559.83
2019-01-17 07:00:00,10.054,329,0.990122,11.563,1849.74
2019-01-17 08:00:00,9.461,329,0.995255,11.363,1560.85
2019-01-17 09:00:00,9.155,312,0.993576,11.763,1399.86
2019-01-17 10:00:00,9.313,310,0.992392,12.563,1474.09
2019-01-17 11:00:00,9.639,306,0.994957,13.563,1638.59
2019-01-17 12:00:00,9.748,300,0.993574,14.563,1686.02
2019-01-17 13:00:00,9.748,303,0.993869,15.563,1680.78
2019-01-17 14:00:00,9.876,305,0.992684,16.463,1738.57
2019-01-17 15:00:00,10.183,304,0.99298,17.163,1882.4
2019-01-17 16:00:00,10.964,312,0.992092,17.363,2228.09
2019-01-17 17:00:00,12.259,322,0.992487,16.563,2673.12
2019-01-17 18:00:00,12.872,331,0.992785,14.863,2816.06
2019-01-17 19:00:00,13.485,332,0.993082,13.163,2910.09
2019-01-17 20:00:00,13.287,337,0.997722,11.863,2890.95
